Score,FIRST DOWNS,THIRD DOWN EFFICIENCY,FOURTH DOWN EFFICIENCY,TOTAL OFFENSE,NET YARDS PASSING,completionAttemptsNumber,completionAttemptsYards,NetYards,SackedNumber,SackedYards,intercepted,NET YARDS RUSHING,Rushing Attempts,Average gain per rush,PUNTS: Number,PUNTS: Yards,Average,TOTAL RETURN YARDS,PENALTIES: Number,PENALTIES: Yards,FUMBLES: Number,FUMBLES: Lost,SACKS: Number,SACKS: Yards,INTERCEPTIONS: Number,INTERCEPTIONS: Yards,TIME OF POSSESSION,Target Data
26.1576,14.7386,26.3067,29.7211,256.348,110.5577,4.8232,-0.4207,3.9533,-0.7146,-8.6474,-0.3304,145.7903,6.1872,3.2541,-4.5287,-228.6784,-9.2315,-41.4376,1.0493,16.8503,-0.2463,0.212,-0.1875,3.5401,1.1908,6.8578,444.2523,0
6.7258,3.1038,3.2106,2.2124,85.3446,30.424,-5.9219,-6.7939,1.4283,0.6798,0.6297,0.522,54.9206,6.4834,1.3236,-1.8862,-84.0182,-2.6015,-53.5495,3.4734,32.5947,1.3485,0.4352,1.085,6.0678,-0.9548,-15.8668,203.7873,0
13.5041,2.923,1.4286,36.4852,35.6693,32.8169,5.5585,4.2652,-0.3498,-0.6784,-7.4067,-0.6711,2.8524,2.9013,-0.0567,-0.5977,6.0542,5.1927,28.8611,1.8104,38.831,1.0072,0.8792,0.6825,5.0313,0.698,24.7891,-140.2801,0
4.7424,1.755,5.8377,14.4513,40.1132,17.3305,2.4052,2.5444,0.6,-1.6741,-10.2537,-0.5529,22.7827,-3.1977,0.8386,1.0472,60.8972,5.2334,-2.7785,0.3856,4.2484,-0.5126,-0.1467,-0.242,2.2971,-1.1836,-10.6786,-219.2863,1
12.1211,2.5201,3.5687,8.0134,141.1611,-10.734,-1.4946,-6.0778,0.6079,-2.0525,-10.7544,-0.849,151.8951,5.4709,4.2606,-0.56,9.3394,3.8087,-47.963,1.287,30.4519,-0.573,-0.7795,1.3017,11.1334,0.7604,-4.3286,-157.6037,0
-4.1815,1.4476,3.7504,-29.7488,-12.7496,-21.032,0.32,0.719,-0.3597,-1.7182,-11.0652,-0.6969,8.2823,-0.7742,0.1242,0.6912,43.0176,3.0266,1.9982,2.6505,17.5043,-0.537,-0.639,1.5972,6.754,0.1373,3.4241,204.0306,0
19.3008,5.4275,7.5208,21.7966,130.5006,53.5111,-4.2889,-8.7138,3.7141,-0.8252,-0.2863,-1.4341,76.9895,8.1311,1.2806,-1.5158,-42.6992,2.6568,10.0505,0.95,7.6448,-0.8194,-0.6573,-0.2825,-0.0117,0.1694,-1.7223,-191.6461,0
12.7276,2.7501,5.547,5.9273,78.2911,-8.3103,0.0251,0.9206,-0.1441,0.0964,-0.3836,-0.1979,86.6014,8.2978,1.0509,-0.5192,-40.5154,-4.0686,-31.8226,-0.8701,-7.6186,-0.1987,-0.1798,2.4114,12.3511,-1.0373,-26.7132,28.7567,0
-4.4266,-2.8944,6.2689,-19.3621,-69.7572,-40.8176,-4.1166,-0.8422,-0.8519,2.9355,10.4911,0.0247,-28.9396,3.4321,-1.2623,-0.5391,-45.0069,-3.5824,59.9396,1.1331,19.9012,0.3265,-0.561,-0.0288,-1.8148,0.0604,-0.9794,57.6104,1
-1.0361,-2.2915,-3.4967,47.6447,23.1753,57.049,3.2057,4.8028,-0.2672,-0.0149,4.0651,0.0118,-33.8737,-7.0018,-0.1414,1.4564,23.479,-6.5336,-20.8534,1.3312,13.4785,0.1538,0.4029,0.4064,-0.4196,0.195,-2.1074,-31.3354,1
6.7961,-0.6322,7.7478,-5.1935,24.3084,-37.0919,-9.1041,-11.2095,1.3201,-0.8828,-2.5539,-0.7373,61.4003,6.9378,1.0083,-0.7892,-47.8072,-4.3387,-20.2792,-2.5542,-20.378,-0.2105,0.1919,1.5443,-4.1661,0.0966,-12.1053,162.7917,1
30.3597,2.6972,5.1992,14.0476,116.6665,9.3685,-6.8812,-8.7399,2.3327,-1.9511,-14.7286,-0.5064,107.298,4.4025,2.4306,-2.024,-47.4625,5.4493,16.7471,0.836,0.7097,0.8662,0.9337,2.9001,20.538,0.8529,3.3103,-60.7742,0
16.2745,-0.2344,-0.4852,18.6464,76.6013,21.6493,0.4593,-1.3451,1.096,-2.1109,-7.4704,-1.2422,54.952,-7.4703,2.5469,-0.7603,-4.8493,4.9056,56.9833,2.4335,8.206,-0.9814,-0.707,0.3448,-1.0874,0.4845,-0.9349,-297.887,1
10.4084,2.6269,9.2094,-17.5688,86.6304,69.5749,5.9075,6.6564,1.1766,-1.3543,-11.7371,1.238,17.4457,-6.2852,0.5738,-1.8309,-64.8614,1.2428,11.2381,5.0998,38.2621,-0.5077,-0.3217,1.3198,13.5364,1.7794,25.3685,189.9817,0
5.9468,4.4656,2.7922,31.2547,67.598,26.4359,-0.2521,1.1909,0.815,-2.808,-5.6141,0.797,41.1621,4.4725,0.6802,-1.9222,-24.7605,10.4302,75.4497,-0.6149,-8.0957,-0.6199,-0.4017,-0.0464,-2.7064,2.1111,27.824,518.9199,1
6.4757,0.5517,5.3767,-6.0998,13.7327,51.103,8.7092,9.062,-0.9633,1.0777,8.4249,0.3214,-37.3703,-3.217,-0.5292,-0.5329,2.7751,3.6736,44.3726,0.5019,-10.3739,0.861,0.272,1.8455,7.1,-0.1329,2.7704,-386.6386,1
-5.8512,-7.7234,-13.4478,-2.4848,-180.6215,-69.4925,-6.2656,-10.5685,-1.1236,1.6002,21.6605,-1.7602,-111.129,2.8109,-2.2208,3.4129,146.8918,-0.7664,-70.2317,-1.6305,-26.617,1.1004,1.0046,0.0599,1.5396,-1.2818,-10.9181,133.5659,1
-6.9905,-3.2945,-7.4944,-5.7244,-33.9987,-110.7572,-10.4041,-15.446,-0.0966,-0.6288,-9.136,0.4264,76.7585,13.5533,0.5665,0.1785,43.2142,7.1223,-5.6032,-2.4578,-22.4533,-0.097,-0.2314,-0.1185,-2.8165,0.6099,-0.0065,102.0287,0
13.4302,2.0231,2.4316,12.7117,56.9925,8.1467,2.858,-1.9207,1.0083,-2.8205,-20.1108,-1.155,48.8458,5.2095,0.549,-2.1698,-84.59,-1.7535,70.8712,1.5072,9.552,0.2421,-0.6019,0.2886,7.207,0.9334,3.6077,357.3195,0
8.596,3.1526,0.9322,10.4109,55.3261,31.898,-1.8841,1.3742,0.3492,-0.6667,-2.4441,-0.8662,23.4281,-1.8815,0.8397,-0.7561,-39.3001,-5.6982,-19.6236,1.7674,19.1647,0.326,-0.0278,0.5501,9.6768,-0.3947,-11.1953,-38.0801,0
5.9116,-2.3393,-4.1028,4.8124,-91.3319,-79.2567,-4.8726,-7.853,-0.7325,-0.2981,-1.332,0.4089,-12.0752,-0.0026,-0.261,-1.2018,-27.4422,2.2014,47.8494,1.7484,8.2963,-0.2527,0.4435,3.9677,29.38,-0.4861,3.6449,-244.8247,0
-16.3668,-6.4942,-27.4816,9.4995,-102.8825,-30.3034,1.4477,5.3848,-2.9826,2.0419,10.5022,0.8328,-72.5791,-5.722,-1.1133,1.4665,19.0583,-7.3235,18.6844,0.6623,-1.785,1.7977,0.6847,0.661,5.645,-0.99,4.5821,101.2263,1
-9.6665,-3.9692,-10.2395,20.6763,-92.9208,-42.6971,-2.0555,5.868,-2.9563,-0.721,-10.227,0.6371,-50.2237,-10.1081,-0.393,0.6564,2.3011,-5.6473,40.1104,-0.0742,-11.1779,-0.3246,0.1334,0.0765,-9.49,-0.2476,-2.383,250.9948,1
-5.4275,-4.1502,-2.5351,-13.0263,-110.9954,-49.5454,-3.5899,-5.5754,-0.964,0.9145,7.8673,0.2757,-61.45,2.1991,-1.9082,1.1397,41.5729,0.8999,-17.7731,-0.8364,17.726,-0.1432,-0.4371,-1.0462,-5.7852,-1.913,-17.6598,-56.1529,1
11.9393,6.2695,6.1503,-32.8277,123.7297,16.5573,-5.3744,-5.6837,2.3984,-1.8033,-7.7533,-0.5564,107.1724,14.8573,1.4344,-0.6161,-58.8186,-8.2099,5.15,-2.7884,-23.1663,-0.1201,-0.1878,0.178,-1.6443,0.5004,2.8098,622.4398,1
-19.0696,-2.81,-19.0241,-18.6011,-67.2739,19.1016,4.8337,14.1588,-4.0739,1.3724,6.1511,1.6778,-86.3755,-7.6215,-1.3343,0.9295,38.2086,-4.0685,-38.2984,1.996,17.0651,-1.359,-0.1944,-1.4326,-14.3269,-0.9036,-46.8404,106.1568,1
20.401,3.7063,0.8266,45.885,132.3872,144.5184,7.1674,10.9499,2.4715,0.04,-4.0873,0.6103,-12.1311,-10.2956,0.8135,-2.062,-58.8125,2.6464,73.3382,0.3204,8.2289,-0.4349,-0.4454,-0.14,-0.9877,0.7719,41.6734,-923.5428,1
6.0348,0.0949,-6.7414,-33.4761,-15.7975,26.0731,4.3459,0.4842,0.3711,-1.1499,-5.0575,-1.0308,-41.8705,-7.2635,-0.5943,-0.3429,-4.0197,0.4009,-0.0207,-4.3076,-45.2294,-0.9448,-0.8493,-1.2078,-10.5126,2.6192,18.7534,-27.0972,0
3.9465,2.1958,4.0891,6.5444,26.2602,63.2767,4.1129,0.8283,1.6272,0.0758,0.3527,0.2166,-37.0165,-6.2174,-0.6987,-1.0228,-85.5273,-7.1366,-11.9561,2.5482,7.8824,0.6019,-0.1402,1.4419,8.2064,-0.2842,-5.5488,-131.7288,1
21.5884,7.2199,15.5007,8.296,248.2476,184.9674,5.0729,7.1641,4.7033,-0.7884,-4.8052,-0.0642,63.2802,1.4323,1.2522,-2.5193,-143.7141,-5.9957,2.6594,-2.2752,-26.3376,0.0404,0.2755,0.2652,4.8001,0.4338,-2.981,-238.5856,0
1.8377,1.1705,0.327,11.3468,105.2927,125.5367,7.918,14.0702,0.8092,-2.3207,-12.4341,0.8182,-20.244,-12.9056,0.4382,-0.5417,-17.823,-0.9656,-80.5269,-0.567,-10.1963,-1.0455,0.0439,-0.4321,8.3708,-0.7765,-12.8494,-263.8159,0
12.9751,1.5083,2.3052,-22.897,98.1057,100.6556,7.7829,7.042,1.5498,-1.4544,-4.9823,-0.6645,-2.5499,-12.3561,1.5964,-0.2836,44.3095,8.3472,33.8298,-2.067,-11.839,0.2767,0.6373,-0.5606,7.5795,0.818,28.2522,-115.6499,0
15.0968,1.7693,10.81,-28.4631,20.4671,-40.2475,-6.1625,-11.1803,1.8583,-1.739,-10.3369,-0.4905,60.7146,3.0372,1.1733,-2.2309,-65.9978,4.0295,10.8465,0.0372,1.5999,-0.5486,-0.3118,0.4829,-0.2048,1.1716,33.3874,208.2717,0
24.1356,9.7635,22.1575,-18.2416,160.74,10.9435,1.2805,-10.4272,3.4491,-0.8306,3.8702,-0.3091,149.7965,15.9542,2.059,-2.9531,-114.3118,1.5081,28.2374,0.2629,42.8549,1.1684,1.2812,0.5674,3.4322,1.1099,24.38,-337.6275,0
16.6973,0.8677,2.9244,-3.3368,21.7796,-57.116,-5.0165,-11.575,0.7761,-0.0352,1.9105,-0.6441,78.8955,12.9522,0.7724,0.7668,54.862,6.4991,-24.8543,0.7104,9.271,-0.4634,-1.2556,0.4942,0.0088,-0.0072,-4.539,112.3612,0
16.1257,6.6228,11.7581,2.1948,177.5267,-129.7275,-16.0846,-32.3018,1.1101,-1.6735,-9.7197,-1.8482,307.2542,32.3777,4.1685,-4.7718,-142.0037,4.9586,-43.6232,0.1518,9.0398,0.4198,0.0713,-0.5816,-3.4175,0.7654,9.3731,320.7801,0
-25.1124,-5.4479,-0.2703,-22.3952,-124.5568,-81.1028,-2.4641,-1.2696,-2.3616,1.0765,7.4845,0.1383,-43.454,5.0374,-1.4921,2.3143,69.0997,-3.9104,29.3473,-4.487,-42.7477,-0.692,-0.6634,-0.1316,2.6775,-0.4677,4.1141,190.9005,1
-47.1337,-14.9087,-36.1351,33.0862,-327.5093,-252.8842,-14.3909,-11.7152,-4.4964,1.3532,13.3505,0.7598,-74.6251,-1.1699,-2.2306,2.5174,94.4877,0.8936,-13.6969,-0.1803,-9.0919,0.5075,0.5601,-1.5215,-5.7733,0.4486,-9.3791,47.8981,1
-10.4074,-5.7159,-7.0197,10.3657,-101.4599,-36.8818,-4.0396,-6.6112,0.5418,0.6847,8.7609,-0.3451,-64.5782,-4.322,-1.6751,0.5284,8.1194,-1.1532,-6.073,0.5791,-14.2308,0.2052,-0.6123,-0.2291,-2.0096,0.9549,8.4427,79.3139,1
4.6623,6.5484,13.7488,4.3371,70.3623,40.202,1.639,0.8002,1.1315,1.3303,9.5021,0.0978,30.1603,12.868,-0.3645,-2.5222,-90.218,1.9436,12.1192,0.9137,10.7252,1.0463,0.8389,-0.6225,-5.4468,0.4334,14.3478,145.5022,1
-24.7905,-10.5377,-16.0454,0.8032,-179.6797,-58.2164,-3.8917,1.4217,-2.3505,0.1083,-0.5703,1.4622,-121.4633,-11.9542,-2.2046,1.8655,74.3956,-0.0599,19.2821,0.5826,8.4615,0.4504,-0.0216,-1.5678,-15.7666,-1.3874,-6.3442,-461.2158,1
-3.8397,-6.338,-3.9697,-6.5321,-99.6274,-40.1023,-2.02,1.1319,-1.6138,-0.7004,1.1376,0.3092,-59.5251,-8.5056,-1.0304,1.209,102.4227,8.3348,85.1296,-1.4526,-15.6638,-0.1878,-0.3822,1.2324,9.0812,-0.0263,0.7965,-304.2152,1
-7.4495,-2.3901,-6.7042,18.1592,-26.1261,115.3385,15.2472,28.3082,-1.4887,1.2456,11.9548,-0.3649,-141.4647,-21.0414,-1.8023,1.3561,52.7006,1.6961,24.6935,-2.8091,-22.9519,-0.5411,0.4437,-1.259,-6.7482,-0.3657,4.1212,115.7592,1
0.7599,2.8145,5.6337,2.356,77.9032,190.2339,15.1293,25.0425,0.8206,-0.5495,-7.3012,0.0484,-112.3307,-19.2186,-0.9146,2.075,97.5509,-0.0667,-36.7269,1.9448,27.1554,-0.1151,-0.2368,-0.8968,-5.451,-0.1,-11.8956,-360.1385,1
28.0246,10.5109,29.7996,5.5919,230.7595,150.7563,10.7154,10.326,1.8069,-3.4563,-2.3218,-0.4234,80.0032,-7.8613,2.601,-3.7043,-153.0983,-1.3984,6.7262,-3.5117,-31.8117,-1.599,-1.0538,-1.4719,-6.6619,0.4479,9.1751,209.9889,0
20.8646,8.5191,1.2203,-23.8981,193.1512,99.4487,3.2433,3.1461,3.0651,-1.8135,-14.0024,-1.4072,93.7025,5.8924,1.8909,-1.2901,-33.8422,8.6423,4.1852,1.144,-0.3013,-0.7004,-0.1895,0.6066,1.818,0.7594,18.3053,136.2139,0
-2.1244,-0.5197,11.4361,-11.7298,-62.984,-104.0037,-4.7022,-8.5706,-2.0369,1.6533,8.0641,0.2821,41.0197,12.3971,-0.1729,0.1117,-3.8469,-1.8058,-19.0626,-0.48,-21.8323,-0.0265,0.224,0.1297,-0.4559,1.2356,13.6803,271.3819,0
-11.8894,-8.2142,-10.5183,-32.2225,-172.21,-120.4094,-9.3898,-6.6236,-2.5598,0.9401,0.7652,0.6334,-51.8006,-8.1819,-1.0426,2.4853,66.1718,-3.0126,-8.9499,0.9385,-11.5763,-0.4123,-0.1568,0.7084,4.1641,0.3983,6.5701,-342.4679,0
17.2455,7.626,3.5642,15.2016,124.6205,57.6808,3.5775,0.2149,2.206,-0.6141,-10.1655,-0.1491,66.9396,8.1724,1.1815,-0.7787,1.5601,3.0622,5.8756,-2.9817,-3.2099,-1.6744,-0.6863,0.6113,12.0594,1.8889,38.7874,-295.7078,0
-3.866,-2.8416,2.3758,10.9166,-95.688,-145.7982,-6.2447,-14.3566,-0.9677,-1.0047,-13.1639,-0.9718,50.1102,7.3116,0.3589,0.5063,23.4481,0.8577,-33.8033,-3.4362,-8.1902,-1.4618,-0.8746,-0.5505,-6.1881,-0.3084,-28.5658,-29.0153,0
16.0818,4.6804,14.7789,1.5057,119.2227,76.8737,0.481,0.8472,3.3249,0.1672,-9.635,-1.4308,42.349,1.4925,1.4193,-1.1701,-35.9346,1.6962,-3.8832,1.5511,34.2243,-0.1667,-0.1005,0.2671,6.3415,-0.669,-12.3311,-201.3796,0
13.2075,2.8393,-1.3032,11.9494,174.0144,192.3827,4.3358,6.4676,4.5402,1.1555,9.6203,-0.011,-18.3682,-4.5086,-0.0009,-1.1347,-49.8697,-1.0649,12.3023,-1.1849,-6.808,0.8199,0.6216,-3.0043,-21.5336,1.7217,24.7557,188.4329,0
6.9569,4.2239,3.4113,25.2336,99.0327,15.655,3.3894,5.61,-1.4651,-0.7537,-16.4841,-0.0085,83.3777,3.6938,1.8592,-1.2782,-57.4301,-1.7459,7.2123,2.1581,32.6157,-0.5248,-0.4276,1.0568,8.2087,-0.5692,-5.8612,4.3532,1
8.5104,4.227,3.5443,24.0779,87.6854,19.3851,2.9307,3.3343,0.0271,-0.8676,-11.7704,0.0871,68.5605,0.6646,1.046,-1.5277,-49.6538,0.7325,-5.021,0.9547,1.9508,-0.2376,-0.1328,-0.0475,7.4381,0.4868,14.691,226.7149,0
-10.0488,-2.1373,7.7785,-43.4077,-115.9495,-144.858,-8.7208,-9.8533,-2.0859,-0.8739,-14.0395,0.431,28.9085,10.7071,-0.6502,-0.7637,-16.8567,1.4455,15.9573,-2.2378,-14.7003,-0.3406,-0.0663,2.0307,22.6626,-0.4686,1.2374,120.5739,0
9.6115,4.7573,12.8458,21.8745,102.8742,75.6559,-0.2565,-6.2552,2.7156,-0.1323,0.3466,-0.908,27.2183,0.5984,0.9636,-2.5368,-146.3735,-9.1914,-87.1008,0.8512,38.1751,-0.8315,-0.7636,0.2518,-7.2653,-1.3515,-25.4726,334.8237,1
-27.2304,-17.2796,-26.7638,-25.5667,-378.5222,-203.8749,-14.3624,-15.5229,-4.364,2.8615,25.8607,-0.5989,-174.6473,-1.4865,-3.0489,4.7631,192.7817,-1.8256,-27.2397,0.7407,1.3768,1.7165,1.1848,-1.143,-22.4178,0.4428,-0.4829,95.26,1
-8.8594,-3.5057,-8.1842,3.1726,-48.3829,-60.0038,-4.3691,1.103,-2.5075,-0.0078,-6.4012,2.2434,11.6209,-6.0972,0.8511,-0.9871,-1.7433,7.7758,80.1273,0.5957,26.1184,1.2098,-0.1271,-0.1442,-1.9017,0.1444,-0.8459,-298.1785,1
-1.6453,-0.407,-2.4704,16.4849,11.4743,57.3821,5.0365,10.4025,-0.764,-0.3237,0.5232,0.2645,-45.9078,-9.7487,0.0202,1.1872,28.6796,-2.1374,-14.5119,2.6302,27.7346,-0.2306,0.0812,-0.5611,-6.1743,-0.3763,-0.4748,-104.4565,1
10.5052,2.5243,11.4353,9.3838,10.6823,67.5553,7.1548,6.1729,0.8996,-0.0437,-1.5456,-0.4813,-56.8729,-0.9631,-1.7173,0.5838,25.8293,0.1737,33.0795,-2.103,-10.8498,-0.5252,-0.5254,0.189,4.3849,1.0158,26.7802,21.9443,0
-4.1381,1.992,14.8869,22.1581,-45.9158,-55.3321,-3.7228,-9.5089,0.8945,-0.4507,-3.1239,-0.589,9.4162,4.4802,0.0218,-0.9885,-36.9166,1.1827,-41.9127,0.5162,3.7493,-0.0944,-0.1046,-1.9076,-12.1481,-1.8156,-16.7508,520.9591,1
-8.5905,-4.5026,-0.3188,-44.8,-49.5886,25.6294,-0.0102,5.3354,0.3643,0.7222,4.9532,0.6204,-75.218,-6.5539,-1.0954,0.5981,28.9356,2.7071,-3.84,-1.694,-16.7612,0.2424,0.5017,0.7092,-0.8358,0.1607,14.9721,-302.2729,1
-4.7904,-5.214,-0.142,-1.5511,-79.6881,-75.1526,-8.6524,-11.1881,-0.0917,0.5299,4.2542,1.3673,-4.5355,5.4381,-0.6011,-1.2786,-28.392,2.7594,-46.8105,-2.5928,-21.5965,0.5864,-0.5754,1.4959,8.3049,0.3419,-4.8376,186.9194,0
-33.6395,-13.5397,-16.9211,-42.6903,-311.043,-104.7903,-1.8247,1.3828,-4.665,4.1536,24.668,0.8456,-206.2527,-17.0345,-3.643,3.5193,133.7193,1.1277,48.7481,0.6855,-22.9747,0.2609,0.0697,-1.7937,-11.0816,-0.7577,-16.7373,-181.4731,1
14.6407,11.8978,6.5898,44.6376,207.6751,176.8807,9.051,9.5386,3.2084,-0.0183,0.428,0.5302,30.7944,6.5863,0.109,-1.855,-43.2347,4.4737,0.0363,0.1834,11.224,-0.3146,-0.4007,0.3771,4.1051,-0.3693,2.0394,33.9772,0
6.0545,1.7049,-3.4527,0.0721,43.0606,24.6105,-0.4351,-2.3819,1.1393,1.5559,8.1868,-0.1383,18.4501,0.8932,0.58,0.6733,48.8419,3.5396,0.6613,-5.1616,-43.2626,-0.149,0.6109,-1.0059,-6.9435,0.0956,3.8651,266.9113,0
13.8718,1.1775,1.6314,34.4359,18.3293,-135.9212,-10.0853,-19.2608,0.0966,-1.2078,-0.1833,-0.7178,154.2506,9.4671,3.1361,0.5683,89.4202,19.1345,20.0878,0.7023,16.6822,-1.1752,-0.5838,0.3236,7.6969,0.9968,11.8503,364.7663,0
-29.6193,-5.9312,-18.5126,-40.0097,-98.5559,12.4479,1.4411,6.8889,-1.1579,0.5505,7.6782,2.0189,-111.0039,-8.9999,-2.1602,3.4855,95.8641,-8.4047,-5.3086,4.4231,63.3176,-0.1099,0.1775,-0.7835,-8.7663,-0.1969,3.7862,-366.8155,1
-16.9458,-1.6948,-10.4247,-76.1545,-162.618,-93.1923,2.332,6.0777,-7.6665,0.4506,5.2941,0.5593,-69.4257,4.5279,-2.0215,3.2759,88.1625,-7.7213,12.5731,2.9883,31.3767,0.2817,0.5564,-1.7219,-12.664,0.5095,-15.925,883.1307,1
-5.8172,0.3727,-2.5235,11.5727,-39.9258,-3.889,2.0428,2.4692,-1.4799,0.4893,1.4042,-0.0289,-36.0368,-2.8543,-0.4814,0.3215,12.0433,2.9736,14.5934,-2.7035,-35.8761,-1.2417,-0.1346,-1.0765,-12.614,1.1656,36.0805,107.8039,1
6.2228,2.1705,7.9186,56.0567,-22.3015,-65.3277,0.2003,0.0234,-2.1284,-0.1843,-1.7327,-0.7626,43.0261,11.2681,-0.3607,0.0013,46.9011,7.9836,10.6987,-1.0208,3.2895,-0.2845,0.186,0.6062,5.5833,1.3399,14.0324,-31.7801,1
-8.1597,3.0434,3.4943,-5.6248,39.2652,-60.3921,-8.1302,-5.3221,-1.3183,-0.3185,-2.0489,1.9607,99.6573,12.9422,1.1954,-0.4344,-24.2854,-2.2341,-4.3403,-2.8392,-28.8299,1.2683,1.0113,-2.1302,-11.7842,-1.5746,-15.4724,9.4667,1
-25.1674,-9.6577,-22.0421,12.6479,-190.9891,-14.5035,-1.4064,3.9466,-1.9112,0.7546,7.5549,0.7989,-176.4856,-15.8396,-2.3874,0.0087,-64.0641,-11.8421,51.1633,5.501,34.6401,0.6036,0.4729,-1.5624,-11.8075,-0.3902,-5.1245,293.4953,1
9.4097,4.6141,-3.8531,1.2856,80.365,5.6146,3.65,-0.6731,0.5078,-3.8397,-27.4512,-0.8989,74.7503,6.097,1.4447,-0.1742,23.7246,4.8382,17.9843,-0.6089,6.9494,0.5043,0.0786,-0.0241,-0.8283,0.3003,6.2911,209.7978,0
18.6284,9.119,14.0706,25.8367,136.0359,150.0275,7.8071,9.0068,2.8612,-2.0119,-9.3613,0.744,-13.9916,-4.8271,-0.0469,-0.6038,-3.428,9.6626,-33.3235,-3.9773,-16.6154,-0.4881,-0.0782,0.9548,7.5465,0.9257,11.7424,84.1066,0
14.7227,2.4785,9.4553,3.7199,88.6447,59.3363,3.7511,3.5598,1.295,0.043,-2.067,0.1414,29.3085,2.2082,0.567,-3.339,-88.9661,7.274,30.3792,-4.6783,-45.4371,-0.2745,0.3631,-0.514,-3.0942,0.5857,14.1616,101.6787,0
-5.5181,-4.2752,-5.4347,-5.4057,-55.2619,-31.6639,-2.7922,-1.4293,-0.8183,0.0747,2.6368,-0.0156,-23.5979,-5.307,-0.2115,-1.168,-76.8376,-6.1697,4.7636,1.0755,8.5131,-0.9609,-0.0828,0.4759,4.4905,-0.3044,-2.307,200.6169,1
20.7386,6.5561,-2.9776,6.1103,135.418,40.7039,-1.6575,-4.3542,1.9229,-0.2677,-2.6345,-0.2962,94.7141,9.4952,2.1637,-1.9148,-72.1681,-0.4393,46.4045,-1.7416,8.5515,0.1657,0.116,0.1383,-0.3322,-0.3391,-0.8384,-209.052,0
-9.9475,-5.8936,-20.3179,48.3414,-106.1154,-66.1611,-4.0962,0.2517,-2.8256,2.5111,14.2133,0.6117,-39.9543,-4.5773,-0.8721,1.4823,27.3086,-3.1263,-6.9966,1.0911,8.0825,0.9553,0.8779,1.2064,10.0187,-1.0779,-17.9601,-173.5894,1
-9.7631,4.3503,1.7056,-12.5778,-60.0451,-127.2109,-3.353,-5.2277,-3.018,-0.5807,-8.0057,-0.0286,67.1658,7.985,0.8481,-1.6195,-54.3135,-0.0678,-15.5783,4.0151,30.1475,-0.3243,-0.2514,2.7447,17.9491,-0.7145,-12.3164,193.752,0
6.6137,8.0124,-5.6043,14.3201,144.7474,157.9215,12.7688,18.1148,1.4939,1.2581,9.0275,0.7576,-13.1741,-3.1795,-0.2076,-2.3038,-119.2855,-5.6455,27.2677,3.4526,26.2284,1.2048,0.0947,-3.8134,-22.6131,0.2092,0.6759,39.571,1
-20.5689,-8.2495,-17.5479,-23.9624,-133.5817,-19.6295,1.0857,3.4812,-1.3806,-1.3021,-9.701,-1.3602,-113.9522,-11.9008,-1.3529,2.7199,125.4002,5.9635,-2.9497,2.6893,31.5481,-0.6656,0.662,-0.6883,-2.0576,-1.0523,-2.8538,-304.5942,1
-18.4999,-1.7956,-8.7984,4.242,-92.5703,-81.6452,-1.7813,-1.624,-2.2748,0.1046,1.2182,-0.1237,-10.9251,1.0369,-0.4965,1.3514,31.2467,-2.9037,-24.0119,-6.6375,-57.9173,-0.1761,-0.2002,-0.1031,1.2477,0.2121,-51.0348,461.1241,1
6.3063,-0.0837,7.5905,-5.1556,40.8675,-31.3672,-7.7551,-13.4363,2.3357,-0.6025,-2.0905,0.1619,72.2347,6.9797,1.2071,-0.3828,-24.0253,-2.0135,-18.2439,-1.6603,-10.2285,-1.0777,-1.3372,-0.4413,-7.5752,-0.4141,-14.4791,55.1069,0
-16.3495,-5.0872,-8.0606,-2.6136,-101.8185,-58.4037,-3.7494,-3.1661,-1.3685,2.392,16.4762,-0.1667,-43.4148,6.4937,-2.1203,3.8907,163.0864,4.5353,-56.6993,-2.3616,-35.7067,-0.8609,-0.8572,-0.1861,-5.1846,-0.9072,-27.926,-39.1335,1
-9.0534,-5.7632,-3.7029,13.0161,-135.4335,-12.6819,5.2292,6.9088,-1.6287,0.9804,2.0813,-0.3941,-122.7516,-7.8713,-2.09,2.8973,94.6673,-0.9177,24.6058,-4.6774,-29.6954,-0.4472,0.5327,-1.0091,-3.0051,-0.4275,0.963,112.0526,1
-53.0708,-14.847,-27.0275,4.7351,-413.0011,-273.4043,-9.5547,-1.9024,-7.3853,2.6684,19.8847,0.4711,-139.5968,1.975,-4.5743,3.5034,181.6679,8.9632,37.3874,-1.161,-14.8436,0.8954,0.3994,-0.0376,2.9404,-0.9414,-24.9867,90.9743,1
-11.3445,-6.4874,-20.8095,14.9829,-133.8428,4.1874,-1.2255,1.6484,-0.3022,1.554,9.0665,1.1107,-138.0302,-17.3251,-2.7584,1.0135,36.9203,1.4655,-33.5302,2.1343,20.3544,0.4681,0.4783,-0.5067,-3.8036,-0.024,-14.5006,-574.0126,1
-17.0833,-5.7336,-7.3753,-3.9513,-126.3869,-89.4122,0.0912,3.1135,-3.5061,-0.3166,-0.4255,-0.269,-36.9747,-2.4506,-0.8369,4.0824,172.8552,2.2076,-36.1751,-1.8339,-24.7564,-1.4549,-1.0025,-0.1276,-0.654,0.4142,0.6038,167.9479,1
