Score,FIRST DOWNS,THIRD DOWN EFFICIENCY,FOURTH DOWN EFFICIENCY,TOTAL OFFENSE,NET YARDS PASSING,completionAttemptsNumber,completionAttemptsYards,NetYards,SackedNumber,SackedYards,intercepted,NET YARDS RUSHING,Rushing Attempts,Average gain per rush,PUNTS: Number,PUNTS: Yards,Average,TOTAL RETURN YARDS,PENALTIES: Number,PENALTIES: Yards,FUMBLES: Number,FUMBLES: Lost,SACKS: Number,SACKS: Yards,INTERCEPTIONS: Number,INTERCEPTIONS: Yards,TIME OF POSSESSION,Target Data
-4.8797,-3.6988,-14.3279,-9.361,-85.032,-38.1033,-0.1223,3.1767,-1.2365,0.2246,2.7282,-1.1994,-46.9287,-4.0785,-1.4416,3.1331,141.2643,7.671,15.082,-1.8772,-10.6619,0.2118,-0.2965,0.044,-1.2263,-0.9412,-4.4607,-72.6797,1
20.9555,2.4966,-12.0686,7.1467,68.8938,80.2328,0.4654,2.7297,3.2062,-0.2377,-8.2885,1.3584,-11.3389,-4.6186,0.073,-3.5454,-151.2161,-4.3307,29.0478,2.3425,20.5428,0.9734,0.6016,2.229,16.6561,1.8077,23.892,-276.6469,0
-11.577,-9.6948,-2.8637,11.9271,-176.3593,-82.5026,-5.3571,-11.8675,-0.0303,0.7513,6.5434,-0.425,-93.8567,-1.4554,-2.4407,2.2413,77.1648,-2.2102,-7.445,-1.9196,-40.2525,0.0567,0.1354,-0.1734,0.2248,0.4615,1.5987,13.1402,1
1.8018,-0.699,0.075,31.489,29.4967,36.2706,-1.1165,-0.0668,1.1601,0.4575,-4.0096,0.4439,-6.774,-4.3916,-0.0562,-1.0992,-67.9599,-2.9784,-24.5061,2.6095,20.2355,-1.3505,-0.3947,1.2992,12.9463,-0.7098,-5.432,166.1327,0
17.0955,4.4715,26.3574,-38.4808,107.1685,50.7583,-2.3854,-11.8372,5.2043,-1.8813,-12.4441,-0.6281,56.4102,-9.2016,2.5103,-5.3922,-177.8967,-0.9453,-20.3739,-3.4011,-31.3033,0.4138,0.0452,-0.5398,-6.372,0.8765,2.9677,-269.4692,0
-8.7644,0.2617,9.4001,-10.6841,-62.3573,-39.4343,-1.7708,-1.8749,-0.9133,2.9819,18.8808,1.4914,-22.923,7.3104,-1.6407,0.4499,15.1948,-0.9978,-152.9079,0.0383,-6.729,0.6262,-0.0062,-1.5617,-6.2051,-0.7139,-31.9748,123.7948,1
12.8846,9.2314,29.6289,28.6544,197.0973,99.3096,4.9389,5.509,2.6978,-0.7984,-15.0959,-0.7461,97.7876,7.1213,2.7327,-2.6828,-59.1812,6.4753,-51.4172,-1.4794,10.7562,-0.3286,0.0907,-0.5571,-4.8813,-0.0833,4.1372,-226.713,0
26.7132,7.9019,21.53,-34.4724,128.7763,57.8841,1.9691,-5.9308,4.597,-0.9764,-9.8875,-0.6705,70.8922,-0.4436,2.1916,-0.234,-14.7332,0.7448,37.8151,0.0047,13.9918,-0.7214,-0.441,1.9503,8.7661,0.417,26.2767,-224.9787,0
-22.2151,-15.0272,-25.0663,-24.8812,-275.2766,-187.6082,-10.875,-12.5404,-4.4911,-2.0939,-6.3967,-0.1466,-87.6684,-7.6276,-1.601,5.5287,194.0253,0.1524,-9.1472,-0.7827,-2.8954,0.3638,-0.3796,-0.9232,-5.8834,-0.0994,1.4925,165.9711,1
8.9831,6.0226,8.5874,-6.8714,168.5156,53.0748,-1.2349,-5.991,2.9408,-1.7311,-13.1156,-1.0566,115.4407,3.3967,3.0404,-2.4253,-58.2596,8.9996,11.389,2.8792,34.6712,1.4371,1.0663,0.8401,7.5606,1.3905,11.5368,32.2971,0
-16.88,-5.1234,-0.4979,-10.2065,-132.7228,-239.4096,-18.5816,-27.274,-0.5888,2.351,11.266,0.7586,106.6868,20.1292,1.2402,-0.1153,-5.0744,0.6972,9.5366,-0.9683,-10.3635,-0.0192,-0.2005,0.1294,3.1239,0.3932,-5.4037,288.2766,0
-0.6061,-2.3078,3.2822,25.413,-72.5506,6.7419,-1.4199,1.1379,0.258,-1.4591,-11.8947,-0.5868,-79.2925,-2.4454,-1.6844,-0.1236,-20.4501,-5.1397,31.7989,2.1958,30.999,-0.3696,-0.6327,1.4284,6.2502,-0.3446,-0.2951,-357.0289,1
-12.7298,-4.5471,-6.2018,-51.4623,-99.5153,-53.316,1.9104,5.4811,-2.942,0.3316,-3.2419,0.829,-46.1993,-10.37,0.3851,1.389,53.9246,1.5885,-11.7937,-0.5016,-22.6408,1.1164,0.4068,-1.993,-10.7343,-1.1609,-16.6849,-148.4418,1
-25.5331,-7.0694,-20.1648,-26.551,-148.1605,-43.8782,-2.2857,1.454,-1.8128,0.9268,6.9777,1.0496,-104.2823,-10.1569,-1.8425,0.4484,35.2985,3.7035,-53.6556,7.6639,38.2501,-0.6295,-0.2506,-2.8626,-11.8788,-0.5941,-19.1031,-213.4222,1
-52.0803,-17.8864,-30.4784,-57.4517,-312.0578,-267.0591,-21.7364,-33.6378,-2.286,0.1339,2.9469,-0.9838,-44.9987,14.0546,-2.6416,4.5591,122.4563,-10.6495,-53.478,5.3438,44.9937,2.2409,0.7699,-3.1419,-18.2965,-1.203,-53.6232,239.7318,1
-32.2029,-4.9001,-9.5313,-57.2041,-140.7624,15.0408,2.4354,13.4481,-2.3935,2.3032,10.5251,1.1496,-155.8032,-22.0412,-2.0678,3.4148,80.8908,-7.9482,100.4563,-0.1698,29.8741,1.2849,1.1551,-2.2793,-28.4218,-0.441,-8.1909,-254.5398,1
-42.6927,-14.3237,-40.005,-3.5927,-305.3542,-111.1495,-0.3043,6.1052,-5.8077,0.3898,10.2742,-0.6549,-194.2047,-12.2845,-5.2237,6.4231,181.4232,-7.9871,57.0475,4.9121,34.0684,2.0567,2.6769,-3.3842,-29.1358,-1.1783,-12.2343,-245.1818,1
-13.1237,-8.4163,-18.6557,9.2398,-189.8253,-152.3969,-8.3482,-7.2052,-3.9996,1.0869,7.0335,-0.6463,-37.4284,-2.5487,-0.7977,2.5368,112.4648,3.2536,25.3096,0.1176,1.9057,0.1682,-0.4419,-0.296,-0.689,0.991,17.1148,127.5184,1
24.3372,12.1739,21.1824,25.2103,207.0576,162.7412,7.4292,3.1219,3.4182,0.9717,3.8948,-1.1037,44.3164,7.5919,0.6508,-0.8932,-54.4393,-4.7105,21.7222,1.2082,20.3751,0.7574,0.0608,0.3986,3.7909,-0.1364,-2.7988,447.3629,0
-10.5953,-8.1792,-5.9343,-9.5045,-153.8485,-45.2366,-0.3806,-3.1182,-0.6233,2.7392,16.9119,-0.1798,-108.6119,-8.2833,-2.4655,3.0167,95.1448,-0.8737,-35.2873,0.3058,-11.3818,1.0739,0.7801,0.0299,-0.9118,-0.8724,-16.1044,-283.8637,1
13.9737,2.5537,12.3122,24.7082,85.2842,120.7163,5.7248,9.6332,1.1498,-1.2941,-3.4026,-0.7692,-35.4321,-7.5028,0.0799,-2.2827,-76.4828,-0.7696,44.2657,4.5204,13.4496,0.5624,0.2165,2.4512,20.9271,0.9828,19.0362,-42.7357,1
-4.5304,-4.0162,-0.1435,-25.6084,-10.1185,32.1335,-0.8042,1.8814,0.8535,1.4659,6.8998,-0.0444,-42.2521,-11.298,-0.3582,0.9526,-0.5602,-5.0065,-1.0796,1.1017,11.6619,1.1085,0.3988,-2.1027,-12.2954,-1.0633,-12.6609,497.8105,1
-22.6896,-7.4538,-23.6031,-9.1647,-178.3815,48.0166,6.7765,15.3173,-4.7954,0.1589,-1.2941,0.2422,-226.3981,-16.7369,-3.0557,4.1769,152.3069,-3.3233,16.7264,0.1533,-8.9165,-1.1521,-0.7793,-1.4471,-2.1168,-0.0002,-18.0295,-264.3184,1
-25.1787,-12.3526,-7.3968,-24.9853,-174.9037,-132.5843,-7.7224,-15.8643,-1.0849,1.4155,11.2147,-1.15,-42.3194,-5.7561,-0.5617,0.5677,9.2409,-2.0822,-30.0319,0.3677,-20.2143,1.0022,-0.2796,-0.4167,-9.2042,-0.8091,-3.6618,-827.2761,0
-3.819,-1.6146,3.0243,22.3643,-14.3447,-32.302,-6.1993,-6.3454,0.9884,-0.8263,-5.2523,0.1447,17.9574,8.1033,-0.2993,-0.1959,11.3245,2.1483,-18.5038,-2.2441,-14.2681,1.4395,1.0454,-0.4096,0.0664,-0.3543,-1.9825,-68.0295,0
-5.8415,-1.1823,-7.2508,-6.7323,-7.564,37.0626,3.5508,5.8391,-0.6738,0.7052,4.3159,1.3599,-44.6265,-9.7342,-0.0823,-0.7339,-29.2435,-5.1409,39.9845,-0.6831,9.0618,-0.7756,-0.3724,-1.3929,-12.545,0.1873,12.0287,128.4525,0
-12.9711,-1.6757,-1.5717,20.7191,-102.7221,-49.0928,-2.3384,-1.679,-1.2575,-0.1456,1.297,0.8697,-53.6292,0.2582,-1.237,-1.0555,-52.0577,-2.029,-8.7609,-2.0882,-23.8367,-0.5885,0.2404,0.7247,3.606,-0.5298,0.321,49.0517,0
16.4179,5.0102,16.4666,2.9455,128.0658,78.4376,2.7304,0.3998,1.8987,0.6238,1.9996,-0.4037,49.6282,7.611,0.6437,-2.1637,-83.0839,-0.6126,37.4847,1.5525,15.154,-0.8099,-1.1092,0.1945,-2.0147,-0.1049,1.3793,355.6088,0
13.3147,3.4045,5.2405,-19.2073,91.7241,38.8752,2.1394,-1.4092,1.601,-0.1408,-2.8451,0.3721,52.6147,0.6389,1.3622,-2.4977,-40.674,10.8671,25.8032,1.3021,49.0956,-1.4554,-1.2891,1.9096,9.886,2.7153,22.4854,-82.5828,0
15.4414,1.2009,-7.3548,-24.6979,51.5943,26.0365,4.207,-2.9873,1.4539,-1.7824,-9.5672,-2.2767,25.5578,-1.112,1.1458,-0.3328,-41.3625,-7.0238,95.0877,1.731,39.5335,0.3582,0.264,1.9452,7.2531,1.8166,35.3234,231.0903,0
11.5222,12.7436,7.001,48.2849,234.0085,174.0242,13.2938,15.218,2.2162,-1.8457,-13.603,0.3803,59.9844,3.749,2.0248,0.1892,-2.4309,-1.7424,-65.5867,7.422,64.9809,1.4277,1.3244,1.1868,5.669,1.4105,26.9721,453.3691,0
29.7899,5.9771,-2.6837,-7.0021,125.4776,-2.9625,-6.0185,-7.7064,3.4863,-1.1252,-7.4582,-1.0511,128.4401,8.2493,2.5762,-0.9035,-6.4644,11.3338,8.1709,1.9422,11.2612,-0.4761,-0.3577,-1.0214,-3.8094,1.5057,24.745,-95.8329,0
-23.0846,-10.9788,-30.2512,-4.5959,-193.9778,-55.0645,-0.9121,4.9204,-5.7462,0.3672,4.6177,0.4107,-138.9133,-15.0627,-2.0206,-0.3105,-30.9659,-8.0857,-6.5734,1.1893,-8.7525,2.4326,1.2114,-1.9478,-12.6523,-0.226,-4.2024,-181.3369,1
-3.5549,-0.102,10.6134,-27.2802,6.9306,99.8779,6.9776,13.2375,1.3848,0.1477,3.0043,0.1351,-92.9473,-17.8548,-1.3736,-0.1251,-32.289,-6.4893,-40.2976,-1.1879,-11.7761,-1.3455,-0.3796,-3.2578,-19.9752,-1.2496,-20.1734,-352.5812,1
-0.4813,-2.9805,-10.3407,11.0817,-45.2812,-46.4381,-0.9117,-1.855,-1.4226,-0.0281,3.5337,0.1704,1.1569,-1.2598,0.2075,0.1646,36.026,4.738,-8.1757,-6.6373,-75.7759,-0.0666,-0.367,1.4338,9.8224,-0.5692,-2.2982,308.0296,0
-18.9347,-2.8342,-5.1597,14.5793,-63.3597,-21.3508,5.7151,11.4024,-4.0375,1.1061,5.7901,-0.5036,-42.0088,-4.7297,-0.7993,2.4504,55.2981,-7.0876,-82.362,2.0827,31.432,-0.7499,-0.7299,-2.0498,-9.4582,-0.8143,-9.6954,247.4414,1
5.5995,-0.1207,2.9068,7.0094,2.0978,-44.0829,-4.486,-8.6783,1.1871,0.38,5.0826,0.6132,46.1806,1.802,0.8857,-1.4178,-74.5008,-6.4912,-51.1744,-1.3306,-20.5476,0.7633,0.4961,1.2377,16.634,-1.1591,-32.3079,-44.2896,0
-1.2631,-0.3045,3.0556,26.6309,-27.255,5.0815,-0.3084,-2.23,0.6339,1.3191,5.7395,-0.3366,-32.3365,-2.2799,-0.4058,-0.0182,32.1387,4.3559,-54.8465,1.3404,9.3552,-1.0515,-0.7925,1.9055,8.2413,-0.2055,-2.7269,175.1411,1
11.3917,9.789,6.1228,-23.2076,136.3726,158.0587,17.5968,21.2869,-0.4818,-0.7722,-6.2474,0.8591,-21.6861,-1.1976,-0.0384,-0.6823,-22.9436,-1.2072,8.2568,1.246,24.1842,-1.5427,-0.6265,0.4309,-1.0779,0.9212,46.4724,192.3387,0
-21.0703,-8.3971,-10.9827,-33.9121,-203.3876,-123.162,-6.0222,-9.703,-1.7322,0.7683,1.7333,-1.2275,-80.2257,4.403,-3.3597,5.749,183.3225,-1.9041,-34.7343,-3.4634,-21.4762,0.1754,0.2188,-1.4926,-12.8762,-0.4926,-9.9997,112.5828,1
15.1978,6.1123,2.4197,-16.5425,144.494,93.1397,6.5986,7.0153,1.2681,-1.1984,-10.8223,0.7282,51.3543,-1.9324,1.6624,-0.3718,-24.938,-1.8164,-44.8715,1.2735,14.2761,-1.5309,-0.9659,-0.4421,-1.3352,1.0958,9.289,156.5675,0
-20.4142,-3.8572,-11.4589,-17.365,-48.1482,-5.1832,2.5357,5.6122,-1.3306,-0.7891,-5.2082,0.7932,-42.965,-3.3582,-1.2649,-1.0255,-47.9236,-9.1529,-5.646,0.4877,-7.0362,0.2251,0.5099,-1.4115,-10.6632,-0.1645,-17.2355,-183.5855,1
9.656,9.2471,8.4694,29.6146,93.0912,62.3063,5.5131,5.3167,1.5367,0.3012,2.4651,-0.2593,30.785,12.6371,-0.2073,-0.7351,-22.6925,0.6073,-41.9408,5.2676,61.014,0.0956,0.2399,0.4614,0.5907,1.2069,19.1965,206.392,0
-10.4975,-2.3849,-11.5119,3.5945,-81.4185,-62.2484,1.0877,7.6644,-4.7496,1.5307,8.2943,1.1356,-19.1701,0.1969,-1.0745,2.3057,67.7681,-0.363,31.3096,4.219,39.9438,0.4242,0.0771,-0.1123,-5.6417,-0.743,9.1977,-17.9468,1
15.4286,1.9864,12.0238,3.4936,134.5416,-185.177,-15.1598,-31.0454,3.1405,-1.8388,-9.6881,-0.5329,319.7186,23.2901,4.9504,-3.3197,-105.8255,5.1992,-8.5252,-0.1787,2.0156,1.447,1.1786,1.0489,4.9649,1.3035,16.3131,-5.3998,0
0.7463,-3.1745,-4.4773,34.9953,-59.4619,-102.5851,0.3703,-13.731,-0.2845,2.2361,12.0715,-3.4453,43.1233,-1.0112,1.17,1.6317,28.7843,-14.148,0.9383,-3.3604,-49.6839,-0.8589,0.6883,-1.4353,-13.6201,-1.675,-3.3242,22.1249,1
22.6682,14.715,19.2049,24.0076,227.4361,181.4975,15.0185,26.0216,1.2654,-1.9891,-21.5132,1.2823,45.9385,-3.7035,1.8549,-0.9857,-8.4414,6.1902,44.4823,1.6889,26.3635,-0.7785,-0.0897,-1.636,-7.5939,1.004,-0.9913,405.2786,0
5.0958,2.4887,-9.2981,32.7553,77.0057,54.0156,2.9485,1.0597,1.4858,1.7122,1.5172,-0.3542,22.9901,6.3074,-0.0967,-1.1134,-30.6718,0.2318,-4.2208,1.9232,18.6954,0.9332,0.5574,1.319,10.9453,0.0092,-14.2461,32.0905,1
-5.1406,-1.664,7.8516,28.3225,89.8074,104.2415,4.8169,7.8644,1.0896,0.5507,2.4118,0.3959,-14.4341,-1.7411,-0.4173,0.5036,39.8252,3.1826,21.4944,3.0191,8.48,-0.6309,-0.5734,-0.8251,-6.3269,0.5038,-16.8424,187.1533,0
19.9296,7.2822,2.7335,15.8618,104.2482,87.2514,4.6166,10.8225,1.1129,-0.943,-6.833,-0.8112,16.9968,4.864,-0.318,1.2253,53.0369,2.452,31.4522,1.579,10.0564,-0.5106,-0.4806,1.4995,11.3416,0.4629,6.3062,-228.306,0
3.9353,5.555,12.3407,-19.9741,86.9953,-2.1808,-2.5893,-8.8466,1.0914,-1.3581,-1.2293,-2.7579,89.1761,7.9564,2.1655,1.11,27.5295,-6.0198,-8.0624,-2.4117,-32.4203,1.162,0.4752,-0.593,-3.0207,0.1982,22.5294,-321.9239,1
6.6089,-1.3469,-0.7534,0.124,-54.9271,-107.9782,-4.1124,-3.4377,-2.4501,-0.719,-3.6427,0.5589,53.0511,-4.6143,2.5398,-0.506,-16.9987,1.2031,-44.573,-2.2132,-34.6633,0.2848,0.3678,-1.2078,-5.3094,-0.5482,1.1402,-295.0668,1
-9.6177,-10.5112,-27.0087,35.317,-80.3004,-68.0474,-9.1187,-4.6882,-0.9062,-1.1847,-12.2539,-1.0685,-12.253,-16.5336,1.3184,4.4697,178.7857,-2.8837,92.2956,0.2534,-12.0052,1.5193,0.7192,-1.3482,-12.9352,-0.7542,1.8836,12.1086,1
-11.7726,-7.4729,-7.9989,-48.5804,-108.8092,-21.9882,-1.4768,2.0579,-1.4329,0.5366,3.2128,1.0014,-86.821,-8.1641,-2.0921,1.7941,21.7873,-9.1278,-42.1856,-1.4051,-16.548,-0.2617,0.0264,0.1208,0.761,-0.3334,3.4543,-383.6038,1
-4.0,-9.0,-4.0,25.0,-112.0,-74.0,0.0,-13.0,0.2,3.0,18.0,-3.0,-38.0,0.0,-1.3,2.0,165.0,14.2,38.0,5.0,74.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,225.0,1
-1.4319,-0.3116,5.2694,12.9614,-3.2721,-89.9407,-5.9647,-10.8412,-0.9606,-0.9008,-10.5283,0.5478,86.6686,5.9715,1.9391,-0.9322,-54.4494,-2.5279,-2.2751,-1.8775,-15.7099,-1.0875,-0.1999,-2.3709,-11.8455,-0.5433,-0.8425,257.2003,1
-3.2838,-1.2031,3.3933,21.0433,33.7734,-26.718,-0.15,3.225,-1.8988,-0.7415,-4.1773,-0.0477,60.4914,-3.7237,1.7368,0.2509,46.5803,4.6343,22.0526,-0.8346,9.657,-0.0892,-0.212,0.366,3.4167,-1.2855,3.1801,-209.6064,1
11.6787,10.4847,29.4291,-8.0672,188.3929,51.1465,1.7294,-2.5431,1.8864,2.5977,6.5817,0.8836,137.2464,19.4312,2.1306,-3.3538,-120.284,-0.4948,32.7002,-0.0405,25.0984,-0.6697,-1.531,0.8364,0.4489,0.2851,6.1194,163.0031,0
5.7616,-1.8016,-7.4206,-21.2849,46.8763,-0.2423,-4.2975,-5.518,1.2671,-1.1615,-6.3649,-0.3293,47.1186,-0.9901,1.1148,0.9428,31.9369,-1.635,61.2718,1.384,-0.6531,-0.0917,-0.4738,-0.9285,-1.2649,0.261,-22.3259,-212.0102,1
-17.005,-5.6442,-6.7123,-20.0764,-125.6043,-129.3015,-10.8727,-17.0878,-1.3342,-0.2256,0.8982,0.9473,3.6972,4.3514,-0.3448,-0.4939,-38.2101,-3.4932,-11.3538,3.517,22.8943,1.0532,0.4252,-0.9665,-7.6421,-0.0472,-5.4383,28.1604,1
-22.4239,-5.8563,-11.4869,7.9992,-183.4248,0.4929,3.838,7.9958,-2.7448,2.8274,17.7102,1.1274,-183.9177,-14.4357,-2.6124,1.2209,6.3574,-6.6221,-52.5194,5.2299,46.3265,-0.4779,0.0985,-1.4101,-5.0612,-0.0814,-22.7055,155.1378,1
10.3626,9.0647,5.7978,25.5575,156.1943,243.3518,20.2479,23.3925,2.3416,-0.651,-2.7008,-0.1299,-87.1575,-19.2246,-0.3848,-3.1252,-143.959,-5.2105,-2.0067,-0.6433,-4.0108,-0.5979,-0.3615,-1.8088,-13.6237,-0.2681,2.9736,-297.6855,1
-18.1714,-9.0037,-22.4619,11.3111,-194.6146,-44.4916,0.3402,-2.6232,-1.3916,3.1515,28.9551,-0.4644,-150.123,-5.8515,-4.2193,3.5165,77.6539,-3.5293,-40.6824,3.9491,59.3798,0.7951,1.2007,-0.2929,-2.5904,0.7597,-5.6608,1253.3034,1
0.2318,5.6806,4.0357,-28.7151,85.7097,91.5888,9.2626,13.9311,-1.2079,-0.5276,-1.8118,0.0439,-5.8791,-6.6405,0.3787,0.2042,11.7939,-2.5313,-90.4385,-2.192,-16.286,-0.5999,-0.1848,-0.3102,-3.9862,-0.4556,-55.0468,263.243,0
-3.4737,5.1076,6.2938,5.8576,106.2133,87.9307,5.1326,6.6844,2.1142,0.1123,1.2644,1.5993,18.2827,8.7438,0.0587,-2.0519,-130.775,-9.5489,-15.8786,2.5418,33.1359,0.1147,0.3184,-0.0619,-2.2088,-0.5755,-19.5507,177.6838,0
22.1012,10.9908,14.7225,29.7437,227.7237,151.9755,12.8176,15.5351,1.5075,-2.9368,-20.3873,-0.7264,75.7482,-0.3651,2.1715,-1.546,-35.4984,3.3399,-32.595,-3.1463,-22.4268,0.3937,0.3869,0.6622,2.9793,-0.7559,-8.9662,330.4493,0
-28.6934,-3.8879,11.5329,-43.4106,-186.4672,-60.7761,-4.454,-7.7904,-0.1743,0.2315,-2.0646,-2.7127,-125.6911,4.5948,-4.6692,2.5086,102.3132,2.9825,-27.4598,4.6424,0.1556,0.1672,0.4497,-1.4009,-13.75,0.9824,28.5992,-80.5079,1
-16.3552,-4.5182,-33.3038,6.1967,-48.6016,-50.6996,-1.0798,5.8747,-3.7838,-0.8102,-4.3246,1.1004,2.0981,-1.349,0.3369,1.6262,61.6258,0.8735,-3.7027,1.7136,29.3052,-0.3887,-0.2497,-0.9571,-2.6996,0.0698,-2.7832,124.0061,1
-32.7771,-12.6053,-29.6244,-32.2727,-269.9578,-192.6751,-5.06,-1.0903,-7.4627,1.555,19.5086,0.0233,-77.2827,-13.6748,-1.1319,4.0953,74.8756,-15.091,-30.6091,0.6549,-18.5945,1.0793,0.6961,-0.8939,-4.7691,-0.8567,-33.9133,-270.4151,1
37.022,12.824,21.221,7.7007,179.6625,86.4744,0.9683,-2.8582,3.5641,-1.0623,-7.7629,0.6336,93.1882,6.7713,1.9284,-4.1878,-127.199,3.931,19.2148,-2.4426,6.8333,0.1974,-0.2774,3.1306,17.0303,0.8405,28.0687,-384.4963,0
9.3474,2.4858,13.4051,-12.2101,-11.5321,-20.2881,1.0343,0.1776,-1.093,0.4089,-2.0234,0.3025,8.756,4.796,-0.3649,-0.0078,66.1633,16.1581,-33.3318,-0.6927,16.0773,-0.1243,0.3338,1.5699,7.6854,0.8074,20.8206,163.2588,1
-25.9608,-3.536,-10.0061,-22.355,-116.5964,-83.0767,-5.8593,1.0817,-2.5194,0.9026,4.2933,0.8635,-33.5197,3.8571,-1.3746,1.4437,70.4478,2.2889,-23.5127,-0.7642,-24.6037,0.1366,-0.0796,-1.4093,-8.3625,-0.9113,-22.8519,-321.3144,1
-5.6767,-3.9381,-14.5182,3.0705,-67.9642,-45.908,1.0146,11.2215,-4.8448,-0.0571,2.8111,0.9165,-22.0561,-10.9606,1.0464,-0.8522,-41.1779,-4.5811,36.8934,1.4762,-0.7599,-0.0099,0.2566,0.9259,13.0458,0.5428,12.6535,-94.7684,1
10.4327,4.928,25.0441,-7.8575,133.6949,152.0239,11.3386,7.4587,3.7144,0.3273,-0.3672,-0.2441,-18.329,-5.7174,-0.083,-2.646,-89.6914,0.2009,17.6918,-1.0969,-1.543,-0.6755,-0.4346,-0.4786,-0.276,-0.2546,6.5011,104.5638,0
3.0161,2.9683,5.797,12.5147,-18.8271,-32.6618,-5.8709,-1.5945,-0.4919,-1.563,-8.9239,0.8929,13.8347,2.912,0.5173,-3.0055,-178.7719,-12.627,-43.7845,-1.0467,-32.8954,0.5341,0.4314,0.576,1.7542,0.7356,2.5679,154.9651,1
-9.8382,-5.0833,-10.4225,24.6119,-98.6568,-82.7035,-7.2723,-10.038,-0.2338,1.059,-0.8406,-1.2095,-15.9533,0.527,-0.5927,-0.0677,45.1238,7.427,-19.3152,-0.1264,2.459,0.8639,1.1962,0.3463,3.5531,-0.4272,-19.889,197.4805,1
16.9295,3.7602,-3.1252,-15.1279,21.6422,17.0457,-2.9677,-8.0455,3.5227,0.1168,-0.9809,0.0893,4.5965,4.1103,-0.4348,-2.076,-84.7498,-1.4591,20.196,0.531,1.688,0.1784,0.0921,0.3048,-0.9518,1.1926,9.9191,-36.1099,0
11.8829,3.9313,-0.0305,-14.2872,109.0819,89.0002,-0.0758,-3.0394,3.1682,-0.6932,-1.4276,-0.0551,20.0817,3.8586,0.3431,-0.7249,0.8308,8.6612,2.677,-1.0297,-24.0807,-0.2857,-0.4641,1.151,6.3128,0.5406,7.0911,73.5533,0
-19.4766,-6.9789,-13.3563,-20.0591,-174.6001,-50.5315,-0.0788,2.9255,-3.2507,1.2918,7.6393,1.2564,-124.0686,-8.1995,-1.908,3.1323,89.2457,-5.6232,-15.9784,1.6313,10.2222,-1.1118,-0.6053,-2.5071,-27.9445,0.5784,-2.8041,-452.6546,1
1.3373,4.2037,6.1445,-8.3084,44.2077,11.074,3.7519,6.4714,-0.8331,-1.9483,-6.6265,-0.0468,33.1337,-1.8536,1.056,0.6404,12.5771,-2.3915,-58.1214,-3.737,-20.2665,-0.5712,-0.1849,-0.0233,2.1441,0.4808,10.7835,-602.1085,0
18.8846,15.5428,19.2053,26.3692,225.5474,215.8633,19.5481,22.8022,2.2537,-1.4785,-12.4385,0.2767,9.6842,-9.2654,1.4888,-5.8178,-220.6285,0.1137,24.1762,-1.8829,-13.0818,-0.7615,-0.1518,-0.1247,-7.5935,-0.0489,6.9528,-144.4749,1
-10.2459,-6.5111,-2.2355,-30.1714,-114.0776,-70.6658,-4.5348,-2.4701,-0.9975,-1.3388,-5.8586,-0.2513,-43.4118,-7.4013,-0.8726,1.199,19.8507,-7.6588,-10.7937,-6.4694,-65.6227,-0.8257,-0.3071,-0.784,-0.0216,-1.2638,-18.8728,-392.364,1
-16.1628,-3.1962,-3.5548,7.0585,-75.8316,17.2759,2.7114,7.7028,-1.5682,-0.1437,0.1581,-0.3716,-93.1076,-2.6287,-2.7556,2.0486,90.7891,0.3929,6.6819,6.1058,40.0742,0.0048,-0.2588,-1.4781,-5.9863,0.0599,-5.6519,-18.6254,1
-18.7614,-2.3239,0.1646,1.4983,-100.0538,-111.2314,-9.0008,-11.6044,0.0059,2.2052,12.6584,-0.8753,11.1776,14.0694,-1.2182,1.2892,84.7989,9.0431,-50.5546,0.4292,-4.2595,1.2244,0.8211,-0.019,-2.2041,-1.6534,-27.5452,202.9285,1
-13.0739,-5.9707,-18.846,-4.1653,-60.4381,-5.6552,0.8427,5.4393,-2.5906,1.5995,13.4233,1.0489,-54.7829,-8.5273,-1.4175,2.0386,63.5255,-3.0287,51.8769,3.9856,44.6258,-0.2585,-0.3319,-1.1133,-7.6161,-0.0607,-10.1591,-223.3551,1
-9.3634,-4.3249,-0.7195,-22.2852,-106.2579,-68.8721,-6.0343,-10.6107,-0.1368,0.7333,5.4004,-1.2947,-37.3857,-1.4531,-0.8434,-0.7289,6.4201,7.0599,8.1781,-1.5381,-4.7642,0.4752,0.3929,0.0647,1.0148,-0.8862,7.9603,-91.9858,1
14.4457,8.0489,10.358,-19.6124,154.9726,4.5277,1.9189,-0.0722,0.6002,-2.9442,-21.4612,0.1847,150.4448,6.5421,3.2798,-1.5856,-57.5974,2.5606,22.1198,-0.8409,-3.4282,0.165,0.0754,-0.3838,-0.9743,0.4412,4.1689,-384.1885,0
10.1224,3.4567,-5.3328,18.3019,53.7192,110.3574,6.4174,9.323,1.7211,-1.6028,-0.2314,-0.929,-56.6382,-10.4735,-0.167,-0.3403,33.2239,7.4405,43.1839,-2.0469,-13.1754,-0.8654,-0.0554,-0.7676,-7.8838,1.3286,18.7853,197.9385,0
-5.008,-5.2039,-17.3529,-27.8231,-69.9603,81.1981,5.7264,12.1941,-0.084,1.7015,11.2761,0.1231,-151.1584,-9.4818,-2.8325,2.9361,80.4104,-4.6422,70.8658,0.979,19.9434,0.3489,-0.0007,-1.0761,-4.5442,-0.3097,1.2898,-83.3005,1
